"County","State","Outbreak Date","Area Id","Flock Type","Flock Size"
"Queens","New York","03-26-2025","Queens 10","Live Bird Market","1100"
"Queens","New York","03-27-2025","Queens 11","Live Bird Market","270"
"Lancaster","Pennsylvania","03-27-2025","Lancaster 39","WOAH Poultry","160"
"Kosciusko","Indiana","03-28-2025","Kosciusko 01","Commercial Table Egg Pullets","21600"
"Montgomery","Maryland","03-28-2025","Montgomery 02","WOAH Non-Poultry","10"
"Delaware","New York","04-01-2025","Delaware 02","WOAH Non-Poultry","60"
"Queens","New York","04-02-2025","Queens 12","Live Bird Market","40"
"Larimer","Colorado","04-04-2025","Larimer 06","WOAH Non-Poultry","20"
"Curry","New Mexico","04-07-2025","Curry 01","WOAH Poultry","200"
"Queens","New York","04-07-2025","Queens 13","Live Bird Market","300"
"Sheboygan","Wisconsin","04-07-2025","Sheboygan 02","WOAH Poultry","38900"
"Queens","New York","04-08-2025","Queens 14","Live Bird Market","0"
"Beadle","South Dakota","04-08-2025","Beadle 16","Commercial Turkey Meat Bird","33400"
"Roosevelt","New Mexico","04-09-2025","Roosevelt 04","WOAH Non-Poultry","9"
"Hardin","Iowa","04-11-2025","Hardin 02","WOAH Non-Poultry","410"
"Jefferson","New York","04-11-2025","Jefferson 01","WOAH Non-Poultry","200"
"Queens","New York","04-11-2025","Queens 15","Live Bird Market","240"
"Queens","New York","04-14-2025","Queens 16","Live Bird Market","390"
"Darke","Ohio","04-14-2025","Darke 26","Commercial Table Egg Layer","293300"
"Queens","New York","04-18-2025","Queens 17","Live Bird Market","930"
"Stearns","Minnesota","04-23-2025","Stearns 25","WOAH Non-Poultry","4"
"Queens","New York","04-24-2025","Queens 18","Live Bird Market","0"
"Stutsman","North Dakota","04-24-2025","Stutsman 03","WOAH Poultry","50"
"Aurora","South Dakota","04-30-2025","Aurora 01","Commercial Table Egg Layer","633900"
"Douglas","Illinois","05-02-2025","Douglas 01","WOAH Poultry","4400"
"Porter","Indiana","05-02-2025","Porter 01","WOAH Non-Poultry","400"
"Kidder","North Dakota","05-05-2025","Kidder 02","WOAH Poultry","310"
"Miami-dade","Florida","05-08-2025","Miami-Dade 11","Live Bird Market","280"
"Anne Arundel","Maryland","05-09-2025","Anne Arundel 03","WOAH Non-Poultry","7"
"Essex","New Jersey","05-12-2025","Essex 01","Live Bird Market","1400"
"Hutchinson","South Dakota","05-13-2025","Hutchinson 06","Commercial Turkey Meat Bird","30900"
"Maricopa","Arizona","05-19-2025","Maricopa 02","Commercial Table Egg Layer","2258100"
"Northampton","Pennsylvania","05-19-2025","Northampton 02","WOAH Non-Poultry","30"
"Maricopa","Arizona","05-27-2025","Maricopa 03","Commercial Table Egg Layer","1552000"
"Essex","New Jersey","05-27-2025","Essex 02","Live Bird Market","120"
"Maricopa","Arizona","05-30-2025","Maricopa 04","Commercial Table Egg Layer","1354200"
"Maricopa","Arizona","06-05-2025","Maricopa 05","Commercial Table Egg Pullets","342100"
"Maricopa","Arizona","06-10-2025","Maricopa 06","WOAH Non-Poultry","40"
"Lincoln","Idaho","06-11-2025","Lincoln 02","WOAH Non-Poultry","10"
"Lancaster","Pennsylvania","07-02-2025","Lancaster 41","Commercial Raised for Release Upland Game Bird","29300"
"Los Angeles","California","08-15-2025","Los Angeles 01","Live Bird Sales  (non-slaughter)","1400"
"St. Lawrence","New York","08-27-2025","St. Lawrence 01","WOAH Non-Poultry","30"
"Faulk","South Dakota","08-28-2025","Faulk 05","Commercial Turkey Meat Bird","55400"
"Beadle","South Dakota","09-02-2025","Beadle 17","Commercial Turkey Meat Bird","52600"
"Henry","Georgia","09-03-2025","Henry 02","WOAH Non-Poultry","50"
"Dickey","North Dakota","09-04-2025","Dickey 06","Commercial Turkey Meat Bird","60300"
"Mcpherson","South Dakota","09-04-2025","McPherson 12","Commercial Turkey Breeder Hens","26900"
"Dickey","North Dakota","09-09-2025","Dickey 07","WOAH Non-Poultry","100"
"Beadle","South Dakota","09-09-2025","Beadle 18","Commercial Turkey Meat Bird","42300"
"Lamoure","North Dakota","09-10-2025","LaMoure 05","Commercial Turkey Meat Bird","41100"
"Beadle","South Dakota","09-10-2025","Beadle 19","Commercial Turkey Meat Bird","74100"
"Anne Arundel","Maryland","09-11-2025","Anne Arundel 04","WOAH Non-Poultry","10"
"Liberty","Montana","09-11-2025","Liberty 01","WOAH Poultry","5800"
"Jerauld","South Dakota","09-11-2025","Jerauld 03","Commercial Turkey Meat Bird","44500"
"Spink","South Dakota","09-11-2025","Spink 13","WOAH Poultry","750"
"Mcpherson","South Dakota","09-13-2025","McPherson 13","Commercial Turkey Meat Bird","88100"
"Redwood","Minnesota","09-16-2025","Redwood 06","Commercial Turkey Meat Bird","25400"
"Beadle","South Dakota","09-16-2025","Beadle 20","Commercial Turkey Meat Bird","53000"
"Allegan","Michigan","09-19-2025","Allegan 01","WOAH Non-Poultry","50"
"Blue Earth","Minnesota","09-22-2025","Blue Earth 05","Commercial Turkey Meat Bird","11400"
"Redwood","Minnesota","09-22-2025","Redwood 07","Commercial Turkey Meat Bird","28200"
"Stearns","Minnesota","09-23-2025","Stearns 26","Commercial Turkey Meat Bird","14100"
"Hamlin","South Dakota","09-24-2025","Hamlin 06","Commercial Turkey Meat Bird","52200"
"Blue Earth","Minnesota","09-25-2025","Blue Earth 06","Commercial Turkey Meat Bird","12000"
"Jefferson","Wisconsin","09-25-2025","Jefferson 03","Commercial Table Egg Layer","3078700"
"Le Sueur","Minnesota","09-26-2025","Le Sueur 05","Commercial Turkey Meat Bird","33200"
"Mcpherson","South Dakota","09-26-2025","McPherson 14","Commercial Turkey Meat Bird","45700"
"Sanpete","Utah","09-29-2025","Sanpete 22","Commercial Turkey Meat Bird","34800"
"Becker","Minnesota","09-30-2025","Becker 08","Commercial Breeder Operation","20000"
"Otter Tail","Minnesota","09-30-2025","Otter Tail 13","Commercial Breeder Operation","15100"
"Broadwater","Montana","09-30-2025","Broadwater 01","WOAH Non-Poultry","8"
"Guilford","North Carolina","09-30-2025","Guilford 02","WOAH Non-Poultry","6"
"Sanpete","Utah","10-01-2025","Sanpete 23","Commercial Turkey Meat Bird","8700"
"Goochland","Virginia","10-01-2025","Goochland 01","WOAH Non-Poultry","7"
"Calhoun","Iowa","10-02-2025","Calhoun 01","Commercial Turkey Meat Bird","42800"
"Jefferson","Wisconsin","10-02-2025","Jefferson 04","Commercial Table Egg Pullets","493300"
"Latah","Idaho","10-06-2025","Latah 02","WOAH Poultry","160"
"Wallowa","Oregon","10-06-2025","Wallowa 01","WOAH Non-Poultry","20"
"Mississippi","Arkansas","10-07-2025","Mississippi 01","WOAH Non-Poultry","60"
"Ottawa","Michigan","10-07-2025","Ottawa 08","Commercial Turkey Meat Bird","31300"
"Kandiyohi","Minnesota","10-07-2025","Kandiyohi 16","Commercial Turkey Meat Bird","32500"
"Beaverhead","Montana","10-07-2025","Beaverhead 01","WOAH Non-Poultry","40"
"Park","Montana","10-07-2025","Park 02","WOAH Non-Poultry","30"
"Becker","Minnesota","10-08-2025","Becker 09","Commercial Turkey Meat Bird","31000"
"Becker","Minnesota","10-08-2025","Becker 10","Commercial Turkey Meat Bird","68200"
"Cascade","Montana","10-08-2025","Cascade 04","WOAH Non-Poultry","70"
"Sanpete","Utah","10-08-2025","Sanpete 24","Commercial Turkey Meat Bird","13000"
"Sanpete","Utah","10-08-2025","Sanpete 25","Commercial Turkey Meat Bird","30900"
"Kandiyohi","Minnesota","10-09-2025","Kandiyohi 17","Commercial Turkey Meat Bird","40400"
"Kandiyohi","Minnesota","10-09-2025","Kandiyohi 18","Commercial Turkey Meat Bird","37500"
"Todd","Minnesota","10-09-2025","Todd 12","WOAH Non-Poultry","80"
"Union","North Carolina","10-09-2025","Union 03","WOAH Non-Poultry","50"
"Deschutes","Oregon","10-09-2025","Deschutes 10","WOAH Non-Poultry","20"
"Wallowa","Oregon","10-09-2025","Wallowa 02","WOAH Non-Poultry","10"
"Wallowa","Oregon","10-09-2025","Wallowa 03","WOAH Non-Poultry","20"
"Grant","Washington","10-09-2025","Grant 01","Commercial Table Egg Layer","1965700"
"Gem","Idaho","10-10-2025","Gem 02","WOAH Non-Poultry","200"
"Madison","Idaho","10-10-2025","Madison 02","WOAH Non-Poultry","230"
"Racine","Wisconsin","10-10-2025","Racine 03","WOAH Non-Poultry","20"
"Elkhart","Indiana","10-14-2025","Elkhart 07","Commercial Duck Meat Bird","3500"
"Lagrange","Indiana","10-14-2025","LaGrange 02","Commercial Duck Breeder","2600"
"Kandiyohi","Minnesota","10-14-2025","Kandiyohi 19","Commercial Turkey Breeder Hens","30400"
"Meeker","Minnesota","10-14-2025","Meeker 19","Commercial Turkey Meat Bird","92000"
"Stearns","Minnesota","10-14-2025","Stearns 27","Commercial Turkey Meat Bird","61000"
"Malheur","Oregon","10-14-2025","Malheur 02","WOAH Non-Poultry","70"
"Lancaster","Pennsylvania","10-14-2025","Lancaster 42","WOAH Poultry","5900"
"Rutherford","North Carolina","10-15-2025","Rutherford 01","WOAH Non-Poultry","10"
"Elkhart","Indiana","10-16-2025","Elkhart 08","Commercial Duck Meat Bird","6800"
"Lagrange","Indiana","10-16-2025","LaGrange 03","Commercial Duck Breeder","5800"
"Lagrange","Indiana","10-16-2025","LaGrange 04","Commercial Duck Breeder","4000"
"Otter Tail","Minnesota","10-16-2025","Otter Tail 14","Commercial Turkey Meat Bird","29700"
"Auglaize","Ohio","10-16-2025","Auglaize 03","WOAH Non-Poultry","20"
"Canyon","Idaho","10-20-2025","Canyon 19","WOAH Non-Poultry","90"
"Payette","Idaho","10-20-2025","Payette 01","WOAH Poultry","11600"
"Swift","Minnesota","10-20-2025","Swift 10","Commercial Breeder Operation","34000"
"Lancaster","Pennsylvania","10-20-2025","Lancaster 43","WOAH Poultry","1200"
"Lancaster","Pennsylvania","10-20-2025","Lancaster 44","WOAH Poultry","2800"
"Lagrange","Indiana","10-21-2025","LaGrange 05","WOAH Poultry","19600"
"Washington","Minnesota","10-21-2025","Washington 01","WOAH Non-Poultry","140"
"Cascade","Montana","10-21-2025","Cascade 05","WOAH Non-Poultry","30"
"Yellowstone","Montana","10-21-2025","Yellowstone 01","WOAH Non-Poultry","8"
"Spink","South Dakota","10-21-2025","Spink 14","Commercial Turkey Meat Bird","35100"
"Weston","Wyoming","10-21-2025","Weston 01","WOAH Non-Poultry","50"
"Meeker","Minnesota","10-22-2025","Meeker 20","Commercial Turkey Meat Bird","130700"
"Otter Tail","Minnesota","10-22-2025","Otter Tail 15","Commercial Turkey Meat Bird","36900"
"Lancaster","Pennsylvania","10-22-2025","Lancaster 45","WOAH Poultry","1100"
"Ottawa","Michigan","10-23-2025","Ottawa 09","WOAH Non-Poultry","50"
"Lancaster","Pennsylvania","10-23-2025","Lancaster 46","WOAH Poultry","1000"
"Gordon","Georgia","10-24-2025","Gordon 01","Commercial Broiler Production","139000"
"Valley","Montana","10-24-2025","Valley 01","WOAH Non-Poultry","30"
"Lancaster","Pennsylvania","10-24-2025","Lancaster 47","WOAH Poultry","45900"
"Sonoma","California","10-27-2025","Sonoma 14","Commercial Duck Breeder","57300"
"Sonoma","California","10-28-2025","Sonoma 15","Commercial Table Egg Layer","231000"
"Spink","South Dakota","10-28-2025","Spink 15","Commercial Turkey Meat Bird","56300"
"Vermilion","Illinois","10-29-2025","Vermilion 01","WOAH Non-Poultry","60"
"Lagrange","Indiana","10-29-2025","Lagrange 06","WOAH Poultry","19800"
"Lagrange","Indiana","10-29-2025","LaGrange 07","WOAH Poultry","24000"
"Clay","Minnesota","10-29-2025","Clay 03","WOAH Non-Poultry","20"
"Ottawa","Michigan","10-31-2025","Ottawa 10","Commercial Turkey Meat Bird","61900"
"Elkhart","Indiana","11-03-2025","Elkhart 09","Commercial Duck Breeder","6900"
"Lamoure","North Dakota","11-03-2025","LaMoure 06","Commercial Turkey Meat Bird","24700"
"Mcpherson","South Dakota","11-03-2025","McPherson 15","Commercial Turkey Meat Bird","63800"
"Elkhart","Indiana","11-04-2025","Elkhart 10","Commercial Duck Breeder","3100"
"Ottawa","Michigan","11-04-2025","Ottawa 11","Commercial Turkey Meat Bird","73600"
"Sonoma","California","11-05-2025","Sonoma 16","WOAH Poultry","63400"
"Madison","Illinois","11-05-2025","Madison 01","WOAH Non-Poultry","80"
"Lagrange","Indiana","11-05-2025","LaGrange 10","Commercial Duck Meat Bird","8200"
"Lagrange","Indiana","11-05-2025","LaGrange 08","WOAH Poultry","18300"
"Lagrange","Indiana","11-05-2025","LaGrange 09","WOAH Poultry","19900"
"Elkhart","Indiana","11-06-2025","Elkhart 11","Commercial Duck Meat Bird","20800"
"Johnson","Indiana","11-06-2025","Johnson 02","WOAH Non-Poultry","10"
"Lagrange","Indiana","11-06-2025","LaGrange 11","Commercial Duck Meat Bird","4800"
"Ottawa","Michigan","11-06-2025","Ottawa 12","Commercial Turkey Meat Bird","112700"
"Snohomish","Washington","11-06-2025","Snohomish 11","WOAH Poultry","9"
"Lagrange","Indiana","11-07-2025","LaGrange 12","Commercial Duck Meat Bird","8300"
"Lagrange","Indiana","11-07-2025","LaGrange 13","Commercial Duck Meat Bird","8400"
"Lagrange","Indiana","11-07-2025","LaGrange 14","WOAH Poultry","18300"
"Linn","Oregon","11-07-2025","Linn 05","WOAH Non-Poultry","20"
"Bedford","Virginia","11-07-2025","Bedford 01","WOAH Non-Poultry","60"
"El Dorado","California","11-10-2025","El Dorado 05","WOAH Non-Poultry","10"
"Kent","Delaware","11-10-2025","Kent 07","WOAH Non-Poultry","30"
"Allegan","Michigan","11-10-2025","Allegan 02","Commercial Turkey Meat Bird","35600"
"Deschutes","Oregon","11-10-2025","Deschutes 11","WOAH Non-Poultry","10"
"Lagrange","Indiana","11-12-2025","LaGrange 16","Commercial Duck Breeder","3700"
"Lagrange","Indiana","11-12-2025","LaGrange 18","Commercial Duck Breeder","2900"
"Lagrange","Indiana","11-12-2025","LaGrange 19","Commercial Duck Breeder","2900"
"Lagrange","Indiana","11-12-2025","LaGrange 20","Commercial Duck Breeder","1400"
"Lagrange","Indiana","11-12-2025","LaGrange 15","Commercial Duck Meat Bird","5300"
"Lagrange","Indiana","11-12-2025","LaGrange 24","Commercial Duck Meat Bird","5300"
"Lagrange","Indiana","11-12-2025","LaGrange 25","Commercial Duck Meat Bird","7400"
"Lagrange","Indiana","11-12-2025","LaGrange 26","Commercial Duck Meat Bird","13200"
"Lagrange","Indiana","11-12-2025","LaGrange 21","WOAH Poultry","25600"
"Lagrange","Indiana","11-12-2025","LaGrange 22","WOAH Poultry","19900"
"Monroe","Michigan","11-12-2025","Monroe 04","WOAH Non-Poultry","20"
"Ottawa","Michigan","11-12-2025","Ottawa 13","Commercial Turkey Meat Bird","35900"
"Ottawa","Michigan","11-12-2025","Ottawa 14","Commercial Turkey Meat Bird","57400"
"Ottawa","Michigan","11-12-2025","Ottawa 15","Commercial Turkey Meat Bird","28700"
"St. Clair","Michigan","11-12-2025","St Clair 01","WOAH Non-Poultry","80"
"Mcleod","Minnesota","11-12-2025","McLeod 01","WOAH Non-Poultry","30"
"Harris","Texas","11-12-2025","Harris 01","WOAH Non-Poultry","20"
"Elkhart","Indiana","11-13-2025","Elkhart 12","Commercial Duck Meat Bird","7100"
"Lagrange","Indiana","11-13-2025","LaGrange 17","Commercial Duck Meat Bird","6900"
"Lagrange","Indiana","11-13-2025","LaGrange 23","WOAH Poultry","25500"
"Lagrange","Indiana","11-13-2025","LaGrange 27","WOAH Poultry","18100"
"Lagrange","Indiana","11-13-2025","LaGrange 28","WOAH Poultry","18500"
"Rockingham","New Hampshire","11-13-2025","Rockingham 02","WOAH Non-Poultry","40"
"Elkhart","Indiana","11-17-2025","Elkhart 13","WOAH Poultry","48800"
"Lagrange","Indiana","11-17-2025","LaGrange 29","Commercial Duck Meat Bird","14700"
"Lagrange","Indiana","11-17-2025","LaGrange 30","WOAH Poultry","10500"
"Lagrange","Indiana","11-17-2025","LaGrange 31","WOAH Poultry","19600"
"Lagrange","Indiana","11-17-2025","LaGrange 32","WOAH Poultry","19500"
"Lagrange","Indiana","11-17-2025","LaGrange 33","WOAH Poultry","25600"
"Grady","Oklahoma","11-17-2025","Grady 03","WOAH Non-Poultry","430"
"Mcclain","Oklahoma","11-17-2025","McClain 01","WOAH Non-Poultry","180"
"Washington","Oregon","11-17-2025","Washington 01","WOAH Non-Poultry","20"
"Whatcom","Washington","11-17-2025","Whatcom 03","WOAH Non-Poultry","20"
"Elkhart","Indiana","11-18-2025","Elkhart 14","Commercial Duck Breeder","5000"
"Lagrange","Indiana","11-18-2025","LaGrange 35","Commercial Duck Meat Bird","5500"
"Lagrange","Indiana","11-18-2025","LaGrange 34","WOAH Poultry","28300"
"Lagrange","Indiana","11-18-2025","LaGrange 36","WOAH Poultry","8700"
"Wayne","North Carolina","11-18-2025","Wayne 07","Commercial Turkey Breeder Hens","9600"
"Clermont","Ohio","11-18-2025","Clermont 01","WOAH Non-Poultry","10"
"Grays Harbor","Washington","11-18-2025","Grays Harbor 01","WOAH Non-Poultry","50"
"Edmunds","South Dakota","11-19-2025","Edmunds 14","Commercial Turkey Meat Bird","35400"
"Elkhart","Indiana","11-21-2025","Elkhart 15","Commercial Duck Meat Bird","6800"
"Lagrange","Indiana","11-21-2025","LaGrange 39","Commercial Broiler Production","23000"
"Lagrange","Indiana","11-21-2025","LaGrange 40","Commercial Broiler Production","10800"
"Lagrange","Indiana","11-21-2025","LaGrange 37","Commercial Duck Breeder","3800"
"Lagrange","Indiana","11-21-2025","LaGrange 42","Commercial Duck Breeder","3700"
"Lagrange","Indiana","11-21-2025","LaGrange 38","Commercial Duck Meat Bird","2900"
"Lagrange","Indiana","11-21-2025","LaGrange 41","Commercial Duck Meat Bird","6300"
"Lagrange","Indiana","11-21-2025","LaGrange 43","WOAH Poultry","25700"
"Lagrange","Indiana","11-21-2025","LaGrange 44","WOAH Poultry","22400"
"Lagrange","Indiana","11-21-2025","LaGrange 45","WOAH Poultry","20400"
"Lagrange","Indiana","11-21-2025","LaGrange 46","WOAH Poultry","28800"
"Ontonagon","Michigan","11-21-2025","Ontonagon 01","WOAH Non-Poultry","50"
"Fergus","Montana","11-21-2025","Fergus 03","WOAH Non-Poultry","30"
"Keith","Nebraska","11-21-2025","Keith 01","WOAH Non-Poultry","90"
"Wayne","North Carolina","11-21-2025","Wayne 08","Commercial Turkey Breeder Hens","9800"
"Jefferson","Washington","11-21-2025","Jefferson 03","WOAH Non-Poultry","50"
"Snohomish","Washington","11-21-2025","Snohomish 12","WOAH Non-Poultry","20"
"Prairie","Arkansas","11-24-2025","Prairie 01","WOAH Non-Poultry","40"
"Lagrange","Indiana","11-24-2025","LaGrange 47","WOAH Poultry","22000"
"Lagrange","Indiana","11-24-2025","LaGrange 48","WOAH Poultry","19000"
"Mercer","North Dakota","11-24-2025","Mercer 01","WOAH Non-Poultry","30"
"Edmunds","South Dakota","11-24-2025","Edmunds 15","Commercial Turkey Breeder Hens","24000"
"San Juan","Washington","11-24-2025","San Juan 01","WOAH Non-Poultry","30"
"Wayne","North Carolina","11-26-2025","Wayne 09","Commercial Turkey Breeder Hens","9200"
"Wayne","North Carolina","11-26-2025","Wayne 10","Commercial Turkey Breeder Hens","8600"
"Morgan","Colorado","11-28-2025","Morgan 03","WOAH Non-Poultry","80"
"Lagrange","Indiana","11-28-2025","LaGrange 50","Commercial Duck Meat Bird","7600"
"Lagrange","Indiana","11-28-2025","LaGrange 49","WOAH Poultry","22600"
"Lagrange","Indiana","11-28-2025","LaGrange 51","WOAH Poultry","23700"
"Lagrange","Indiana","11-28-2025","LaGrange 52","WOAH Poultry","20000"
"Wyoming","Pennsylvania","11-28-2025","Wyoming 01","WOAH Non-Poultry","100"
"Penobscot","Maine","12-01-2025","Penobscot 01","WOAH Non-Poultry","90"
"Hamilton","Iowa","12-03-2025","Hamilton 04","Commercial Turkey Meat Bird","17600"
"St. Clair","Illinois","12-04-2025","St. Clair 02","WOAH Poultry","400"
"Wayne","North Carolina","12-04-2025","Wayne 11","Commercial Turkey Breeder Replacement Hens","18900"
"Barnes","North Dakota","12-04-2025","Barnes 02","WOAH Non-Poultry","40"
"Hays","Texas","12-04-2025","Hays 01","WOAH Non-Poultry","0"
"Marquette","Wisconsin","12-04-2025","Marquette 01","WOAH Non-Poultry","40"
"Broward","Florida","12-05-2025","Broward 09","WOAH Non-Poultry","260"
"Elkhart","Indiana","12-05-2025","Elkhart 16","Commercial Duck Meat Bird","5400"
"Elkhart","Indiana","12-05-2025","Elkhart 17","Commercial Duck Meat Bird","11900"
"Lagrange","Indiana","12-05-2025","LaGrange 55","Commercial Duck Breeder","2900"
"Lagrange","Indiana","12-05-2025","LaGrange 56","Commercial Duck Meat Bird","3300"
"Lagrange","Indiana","12-05-2025","LaGrange 57","Commercial Duck Meat Bird","12300"
"Lagrange","Indiana","12-05-2025","LaGrange 61","Commercial Duck Meat Bird","23100"
"Lagrange","Indiana","12-05-2025","LaGrange 53","WOAH Poultry","37700"
"Lagrange","Indiana","12-05-2025","LaGrange 54","WOAH Poultry","25300"
"Lagrange","Indiana","12-05-2025","LaGrange 60","WOAH Poultry","20200"
"Lagrange","Indiana","12-05-2025","LaGrange 62","WOAH Poultry","19800"
"Noble","Indiana","12-05-2025","Noble 01","Commercial Duck Meat Bird","6500"
"Clark","Nevada","12-05-2025","Clark 01","WOAH Non-Poultry","50"
"Kingsbury","South Dakota","12-05-2025","Kingsbury 08","Commercial Turkey Meat Bird","38700"
"Galveston","Texas","12-05-2025","Galveston 01","Animal Rescue / Rehabilitation","20"
"Orleans","Vermont","12-05-2025","Orleans 02","WOAH Poultry","290"
"Clark","Washington","12-05-2025","Clark 01","WOAH Non-Poultry","30"
"Elkhart","Indiana","12-08-2025","Elkhart 18","Commercial Duck Meat Bird","5200"
"Lagrange","Indiana","12-08-2025","LaGrange 58","Commercial Duck Meat Bird","4500"
"Lagrange","Indiana","12-08-2025","LaGrange 59","WOAH Poultry","19400"
"Noble","Indiana","12-08-2025","Noble 02","Commercial Duck Meat Bird","5700"
"Stutsman","North Dakota","12-08-2025","Stutsman 04","WOAH Poultry","480"
"Jefferson","Washington","12-08-2025","Jefferson 04","WOAH Non-Poultry","20"
"Jackson","West Virginia","12-08-2025","Jackson 01","WOAH Non-Poultry","9"
"Carbon","Wyoming","12-08-2025","Carbon 01","WOAH Non-Poultry","0"
"Elkhart","Indiana","12-09-2025","Elkhart 19","Commercial Duck Meat Bird","6200"
"Waseca","Minnesota","12-09-2025","Waseca 05","Commercial Turkey Meat Bird","20900"
"Richland","North Dakota","12-09-2025","Richland 03","Commercial Turkey Meat Bird","19500"
"Island","Washington","12-09-2025","Island 01","WOAH Non-Poultry","20"
